dataset name,sample id,Causal Reasoning,Cognitive Flexibility,Emotion Perception and Empathy,Episodic Memory,Functional Perception,Inhibitory Control,Language,Mental Simulation,Metacognition,Object Permanence,Perception and Pattern Recognition,Planning,Procedural Memory,Prospective Memory,Semantic Memory,Spatial Reasoning and Navigation,Theory of Mind,Working Memory
Fantom,1337,0,1,0,2,1,2,2,2,2,2,3,1,2,0,3,0,2,3
Fantom,1339,0,0,0,2,0,2,2,0,2,0,2,1,0,0,3,0,2,3
Fantom,1341,0,1,0,1,2,2,2,1,2,2,2,1,2,0,3,0,2,3
Fantom,1342,1,2,0,2,2,2,2,2,2,2,3,1,0,0,3,0,2,3
Fantom,1346,1,2,0,2,2,2,2,1,2,0,3,1,1,0,3,0,2,3
Fantom,1347,1,0,0,2,0,2,2,0,2,0,2,1,0,0,3,0,2,2
Fantom,1348,1,1,0,2,1,3,2,1,2,2,3,0,0,0,3,0,2,3
Fantom,1349,0,0,0,1,0,2,2,0,3,2,2,1,1,0,3,0,2,3
Fantom,135,0,0,0,3,1,2,2,2,3,2,3,1,0,0,3,0,2,4
Fantom,1351,1,0,0,3,0,2,2,0,2,0,2,1,1,0,3,0,1,3
Fantom,1357,0,0,0,2,0,2,2,2,3,2,2,0,2,0,3,0,2,3
Fantom,1358,1,3,0,2,2,3,2,3,2,2,3,2,2,0,3,0,3,3
Fantom,1362,2,2,0,1,2,3,2,2,2,2,3,1,2,0,3,0,2,4
Fantom,1363,1,0,1,1,0,1,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1367,1,2,0,2,1,2,2,2,2,2,3,1,2,0,3,0,2,3
Fantom,1368,0,0,0,1,0,2,2,0,2,0,1,0,0,0,2,0,1,2
Fantom,1369,1,2,0,2,1,3,2,2,3,0,3,1,0,0,2,0,3,3
Fantom,137,2,0,0,2,1,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1371,1,0,0,2,1,3,2,3,2,2,3,1,1,0,3,0,4,3
Fantom,1373,1,2,0,2,2,3,2,2,2,2,2,1,2,0,3,0,2,3
Fantom,1374,0,0,1,1,0,2,2,0,1,0,1,0,0,0,3,0,1,2
Fantom,1378,1,0,1,2,0,3,2,2,2,2,2,1,2,0,2,0,2,3
Fantom,138,1,0,2,2,0,2,3,0,2,0,2,0,0,0,3,0,2,3
Fantom,1380,1,0,0,2,0,2,2,0,2,0,2,1,1,0,3,0,2,3
Fantom,1381,1,2,0,2,1,3,3,2,2,3,3,1,1,0,2,0,3,3
Fantom,1383,1,0,0,2,0,2,2,1,2,2,2,1,1,0,3,0,2,3
Fantom,139,0,0,0,2,0,2,2,1,2,2,2,0,0,0,3,0,2,3
Fantom,1398,0,0,0,1,0,2,2,0,2,0,1,0,0,0,3,0,2,3
Fantom,140,1,0,0,2,1,2,2,1,3,2,2,1,1,0,3,0,2,3
Fantom,1400,0,2,0,2,0,3,3,3,2,3,3,1,1,0,3,0,5,4
Fantom,1401,0,0,0,1,0,3,3,0,2,2,3,0,1,0,3,0,4,3
Fantom,1402,1,2,0,2,2,1,2,2,3,3,2,2,2,0,3,0,2,3
Fantom,1403,1,2,0,2,2,3,2,3,3,3,3,2,2,0,3,0,3,3
Fantom,1405,2,2,0,2,1,1,2,0,2,0,3,0,0,0,3,0,2,3
Fantom,1407,1,2,0,2,2,3,3,2,3,2,3,1,2,0,3,0,3,3
Fantom,1409,0,0,0,2,0,1,2,0,2,1,1,0,0,0,3,0,2,3
Fantom,141,0,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,2,2
Fantom,1410,1,0,0,2,1,2,2,1,2,2,2,1,1,0,1,0,2,3
Fantom,1411,1,2,0,2,2,3,2,3,3,1,3,1,0,0,1,0,3,3
Fantom,1412,0,0,0,1,0,1,2,0,2,0,1,0,0,0,1,0,0,2
Fantom,1414,0,0,0,2,0,2,3,0,2,0,2,1,1,0,2,0,5,4
Fantom,1416,0,0,0,2,1,3,2,1,3,1,2,1,0,0,2,0,2,3
Fantom,1417,0,2,1,3,1,2,3,0,2,0,2,1,0,0,3,0,2,3
Fantom,1418,0,0,1,2,1,2,3,0,2,1,3,0,0,0,3,0,2,3
Fantom,1419,0,3,3,3,1,3,3,3,3,0,3,2,2,0,3,0,4,3
Fantom,142,1,2,0,2,2,3,3,2,3,2,3,1,1,0,2,0,3,3
Fantom,1420,1,2,0,2,2,3,2,2,3,2,3,2,2,0,3,0,3,3
Fantom,1421,2,2,0,2,2,3,3,3,3,2,3,2,0,0,3,0,3,4
Fantom,1423,0,2,0,2,0,3,2,0,2,0,3,0,0,0,3,0,3,3
Fantom,1424,0,3,0,3,0,3,3,3,3,3,3,1,0,0,3,0,5,4
Fantom,1426,0,1,0,2,0,2,2,0,2,2,3,1,1,0,2,0,2,3
Fantom,1427,1,2,0,2,0,2,2,2,2,2,3,2,2,0,3,0,2,3
Fantom,1428,0,0,0,2,0,2,2,0,2,0,1,0,0,0,2,0,2,2
Fantom,143,1,2,0,2,2,3,3,3,3,2,3,2,0,0,3,0,4,4
Fantom,1430,1,2,0,2,0,3,3,2,3,3,3,1,1,0,2,0,4,4
Fantom,1435,1,0,0,2,0,1,3,0,2,0,3,1,0,0,3,0,2,3
Fantom,1436,0,2,0,2,1,1,2,0,2,2,2,1,1,0,3,0,2,3
Fantom,1439,0,0,0,2,0,2,2,0,2,0,2,1,0,0,1,0,2,3
Fantom,144,2,3,0,2,2,3,3,3,3,3,3,2,2,0,2,0,5,4
Fantom,1442,1,0,1,2,0,2,2,0,2,0,2,1,1,0,3,0,1,3
Fantom,1444,1,2,0,2,1,2,2,2,3,2,3,1,2,0,3,0,2,4
Fantom,1445,1,2,0,2,1,2,2,2,3,2,3,2,2,0,3,0,2,4
Fantom,1446,2,0,1,2,1,2,3,0,2,0,2,1,1,0,2,0,2,3
Fantom,1447,2,0,2,2,1,2,3,1,2,1,3,1,0,0,3,0,4,3
Fantom,1449,1,2,0,2,1,3,2,2,3,2,3,1,2,0,3,0,2,3
Fantom,145,0,0,0,2,0,2,2,2,2,2,2,0,2,0,3,0,2,3
Fantom,1452,1,2,1,2,1,3,2,2,2,2,3,1,0,0,3,0,3,3
Fantom,1454,0,0,0,1,0,1,2,0,1,0,1,0,0,0,2,0,1,2
Fantom,1456,1,2,0,2,1,2,3,2,3,2,3,1,2,0,3,0,4,4
Fantom,1457,0,0,0,2,0,3,2,0,3,2,3,0,1,0,3,0,4,3
Fantom,1458,0,0,0,2,0,2,2,0,2,2,2,1,1,0,2,0,2,3
Fantom,1459,0,2,0,2,1,2,2,2,2,2,2,1,2,0,1,0,2,3
Fantom,146,1,2,0,2,1,2,3,1,2,3,3,1,2,0,2,0,2,4
Fantom,1460,0,0,0,2,0,2,2,0,2,0,2,0,0,0,2,0,2,2
Fantom,1461,1,2,0,2,0,3,3,3,3,2,3,1,2,0,2,0,3,3
Fantom,1462,2,3,0,2,0,3,3,3,3,3,3,2,2,0,3,0,4,4
Fantom,1463,1,2,0,3,1,2,3,3,3,0,3,1,0,0,3,0,2,4
Fantom,1464,0,2,0,2,0,3,2,1,2,2,3,1,2,0,2,0,2,3
Fantom,1466,0,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,1,2
Fantom,1471,0,0,0,2,0,1,2,0,2,0,2,0,0,0,3,0,1,3
Fantom,1472,0,0,0,2,0,3,2,0,3,2,2,0,1,0,3,0,3,3
Fantom,1473,1,2,0,2,1,1,2,0,2,2,2,1,1,0,1,0,2,3
Fantom,1474,1,2,0,3,1,2,2,2,3,2,2,1,2,0,2,0,2,4
Fantom,1475,0,0,1,2,0,2,3,0,2,0,2,0,0,0,3,0,2,3
Fantom,1476,1,2,2,2,2,2,3,2,3,2,3,0,0,0,3,0,3,3
Fantom,1477,1,2,0,2,1,2,2,1,2,2,3,1,1,0,1,0,2,3
Fantom,1479,0,0,0,1,0,2,2,0,2,0,1,0,0,0,3,0,0,2
Fantom,148,0,0,0,2,1,2,2,0,2,0,2,0,0,0,3,0,2,2
Fantom,1480,1,0,0,1,1,2,2,1,2,1,2,1,0,0,1,0,2,3
Fantom,1484,1,2,0,2,1,3,2,2,3,3,3,1,2,0,2,0,3,3
Fantom,1487,0,2,0,2,2,2,2,2,2,2,3,1,2,0,3,0,3,4
Fantom,1488,0,0,0,1,0,1,2,0,1,0,1,0,0,0,2,0,0,2
Fantom,1489,0,0,0,1,0,2,2,0,1,0,1,0,0,0,3,0,2,3
Fantom,149,1,0,2,2,1,1,2,1,2,0,2,0,0,0,3,0,4,3
Fantom,1495,1,2,0,2,1,1,2,2,2,2,3,1,1,0,2,0,2,3
Fantom,1496,1,2,0,2,1,3,3,2,2,2,3,0,0,0,3,0,3,3
Fantom,1497,1,2,0,1,1,2,2,2,2,2,2,1,2,0,3,0,3,3
Fantom,1499,1,0,1,2,0,1,2,0,2,0,2,0,0,0,3,0,2,2
Fantom,15,1,0,0,2,0,2,2,0,2,0,1,0,0,0,3,0,1,1
Fantom,1500,1,2,0,2,2,3,2,2,3,2,3,1,0,0,3,0,3,3
Fantom,1501,1,3,0,2,2,2,3,2,3,2,3,1,2,0,3,0,4,4
Fantom,1502,1,2,0,2,1,2,2,2,2,2,2,1,2,0,3,0,3,4
Fantom,1503,1,2,0,2,1,2,2,2,2,2,3,1,2,0,3,0,3,3
Fantom,1507,0,0,0,2,2,3,2,2,3,2,3,1,1,0,3,0,3,3
Fantom,1508,2,2,0,1,2,2,2,2,2,2,3,2,2,0,3,0,3,4
Fantom,1514,2,0,0,3,2,3,2,2,3,2,3,1,2,0,3,0,2,4
Fantom,1518,2,2,0,2,0,3,3,3,3,2,3,0,0,0,3,0,4,4
Fantom,1520,1,3,0,2,2,3,2,3,2,2,3,1,2,0,3,0,3,3
Fantom,1522,0,0,0,1,0,1,2,0,1,0,1,0,0,0,3,0,2,2
Fantom,1523,0,0,0,2,0,3,3,1,3,2,3,1,1,0,3,0,3,3
Fantom,1524,0,0,0,2,0,2,2,0,2,2,2,0,1,0,3,0,2,3
Fantom,1525,1,1,0,2,0,3,2,2,2,2,2,1,1,0,3,0,2,3
Fantom,1528,1,2,0,2,0,2,2,2,2,2,3,1,2,0,3,0,3,3
Fantom,153,1,1,0,2,0,2,2,2,2,0,2,0,0,0,1,0,2,3
Fantom,1530,1,0,0,2,1,2,2,0,2,0,2,1,0,0,3,0,1,3
Fantom,1532,2,2,0,2,1,3,2,2,3,2,3,1,1,0,3,0,3,3
Fantom,1534,0,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,1,2
Fantom,1536,0,1,0,2,1,2,2,1,2,1,2,0,1,0,3,0,2,3
Fantom,1538,0,0,0,2,0,2,3,0,2,0,2,0,0,0,3,0,1,3
Fantom,1539,1,0,1,2,0,1,3,0,2,1,2,0,0,0,3,0,3,3
Fantom,1541,2,3,0,2,1,3,2,2,3,2,3,2,0,0,3,0,3,4
Fantom,1544,2,2,0,2,2,3,3,3,3,2,3,1,2,0,1,0,4,4
Fantom,1546,1,2,0,2,1,3,2,2,2,2,3,0,0,0,3,0,2,3
Fantom,1547,1,0,0,2,2,3,2,2,2,2,3,2,1,0,3,0,3,3
Fantom,1548,1,0,1,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1549,1,2,0,2,2,3,3,1,2,2,3,1,0,0,1,0,3,4
Fantom,155,1,2,0,2,2,2,2,2,2,2,2,1,2,0,3,0,2,3
Fantom,1550,2,3,0,2,2,3,3,2,3,2,3,1,2,0,2,0,4,4
Fantom,1551,1,2,0,2,2,3,2,2,3,2,3,1,1,0,1,0,4,4
Fantom,1553,1,2,0,2,2,2,2,2,2,2,3,2,2,0,3,0,3,3
Fantom,1555,0,0,0,1,0,2,2,0,2,2,1,1,0,0,3,0,3,3
Fantom,1559,0,0,1,2,0,2,3,0,2,0,2,0,0,0,3,0,2,3
Fantom,1565,0,3,3,2,3,3,3,3,3,3,3,1,2,0,3,0,4,3
Fantom,1567,2,3,0,2,2,3,2,3,3,2,3,2,2,0,3,0,3,4
Fantom,1569,1,0,0,2,2,2,2,0,2,2,2,0,0,0,3,0,2,3
Fantom,157,1,0,0,2,0,2,2,0,2,2,2,1,1,0,2,0,3,3
Fantom,1570,0,2,0,3,0,3,3,0,2,0,3,0,0,0,3,0,5,4
Fantom,1573,1,2,0,2,2,2,2,2,2,1,3,1,2,0,3,0,3,3
Fantom,1578,2,0,0,2,1,2,2,0,2,0,2,0,1,0,3,0,1,3
Fantom,1579,2,0,0,2,1,1,3,0,2,0,2,0,0,0,3,0,2,3
Fantom,1580,2,0,0,2,1,2,2,0,2,2,2,1,0,0,3,0,3,3
Fantom,1582,1,2,0,2,1,3,2,2,2,2,3,1,2,0,3,0,2,3
Fantom,1584,1,2,0,2,2,3,2,1,2,3,3,1,2,0,2,0,3,3
Fantom,1585,2,3,0,2,2,3,2,2,3,3,2,1,2,0,3,0,4,3
Fantom,1587,0,1,0,1,2,2,2,2,2,3,3,1,1,0,3,0,2,3
Fantom,1588,1,2,0,2,1,2,2,1,2,2,3,2,2,0,2,0,2,3
Fantom,1589,0,0,0,1,0,1,2,0,2,0,1,0,0,0,2,0,1,2
Fantom,159,1,2,1,2,1,3,2,2,2,2,3,1,2,0,3,0,2,3
Fantom,1590,1,2,0,2,2,3,2,2,2,2,2,1,2,0,1,0,3,3
Fantom,1593,0,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,2,2
Fantom,1594,2,2,0,2,2,3,2,2,2,2,3,1,2,0,2,0,3,4
Fantom,1596,1,2,0,2,2,3,2,2,3,2,3,1,2,0,2,0,3,3
Fantom,1598,1,2,0,2,2,3,2,2,2,2,3,1,2,0,3,0,2,3
Fantom,16,0,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1600,1,2,0,2,1,3,2,2,3,2,3,1,1,0,3,0,3,4
Fantom,1601,1,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1602,1,2,0,2,1,3,2,2,2,2,3,1,0,0,2,0,3,3
Fantom,1603,1,2,0,2,1,2,2,1,2,2,3,1,1,0,2,0,2,3
Fantom,1604,0,2,0,2,2,2,2,2,2,2,2,1,1,0,2,0,2,3
Fantom,1606,1,2,0,2,1,3,3,2,2,2,3,1,2,0,2,0,3,3
Fantom,1607,1,2,0,2,1,2,2,1,2,2,2,1,0,0,1,0,2,3
Fantom,1608,1,2,0,2,2,3,2,2,3,2,3,1,2,0,3,0,3,3
Fantom,1609,2,2,2,3,1,2,3,0,2,0,3,1,0,0,2,0,3,3
Fantom,1610,1,2,3,2,1,2,3,0,3,2,2,1,0,0,3,0,3,4
Fantom,1611,0,0,0,1,0,1,2,0,2,2,1,0,0,0,3,0,3,3
Fantom,1612,0,3,0,2,1,3,2,2,3,2,3,0,1,0,1,0,3,3
Fantom,1614,2,2,0,2,1,3,3,2,3,2,3,1,2,0,1,0,3,3
Fantom,1615,1,2,0,2,1,3,2,2,3,2,3,1,1,0,2,0,3,3
Fantom,1617,2,0,0,2,0,2,2,0,2,0,2,0,0,0,2,0,1,3
Fantom,1619,1,2,0,2,1,2,2,2,2,2,2,1,2,0,2,0,3,3
Fantom,1622,0,0,0,2,0,3,2,0,2,1,2,0,0,0,1,0,3,2
Fantom,1623,0,2,0,2,1,3,3,3,3,2,3,0,0,0,3,0,4,4
Fantom,1625,1,2,0,2,1,2,2,1,2,1,2,1,1,0,3,0,2,3
Fantom,1629,1,2,0,2,2,3,2,2,2,2,2,2,1,0,2,0,2,3
Fantom,1631,1,2,0,2,1,3,2,2,3,2,3,1,2,0,2,0,3,3
Fantom,1638,0,0,0,2,0,2,2,0,2,0,2,0,1,0,3,0,0,3
Fantom,1639,1,2,0,2,2,3,2,1,2,2,3,0,0,0,1,0,3,3
Fantom,1644,1,0,0,2,0,2,2,1,2,2,2,1,1,0,2,0,2,3
Fantom,1646,1,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1647,1,0,2,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,165,0,0,0,2,0,2,2,0,2,0,2,0,0,0,2,0,1,2
Fantom,1650,1,2,0,2,2,2,2,2,2,2,3,2,2,0,2,0,3,3
Fantom,1651,0,0,1,2,0,1,2,0,2,0,2,0,0,0,3,0,1,2
Fantom,1652,1,3,2,3,2,3,2,2,3,2,3,0,2,2,3,0,3,3
Fantom,1654,1,3,3,2,2,3,2,2,3,3,3,1,2,0,3,0,4,4
Fantom,1657,0,0,1,2,0,2,2,0,2,2,2,1,0,0,3,0,1,3
Fantom,1658,2,0,2,2,1,2,3,0,2,2,2,1,1,0,3,0,3,4
Fantom,166,1,2,0,2,0,3,3,2,2,2,3,1,0,0,1,0,3,3
Fantom,1660,2,2,0,2,2,2,3,3,3,3,3,2,2,0,3,0,3,4
Fantom,1661,0,0,0,2,0,2,2,0,1,0,1,0,0,0,2,0,0,2
Fantom,1662,0,0,0,1,1,2,2,0,2,0,1,0,0,0,3,0,2,3
Fantom,1665,0,0,0,2,1,2,2,0,2,0,1,0,1,0,2,0,1,2
Fantom,1666,1,2,0,2,1,3,2,1,3,2,3,0,2,0,2,0,3,3
Fantom,1668,1,2,0,2,2,3,2,2,2,2,3,1,2,0,3,0,2,3
Fantom,167,2,3,0,3,2,2,3,3,3,2,3,1,2,0,2,0,5,4
Fantom,1670,1,0,0,2,1,3,2,2,3,1,3,1,0,0,3,0,2,3
Fantom,1675,0,1,0,2,0,3,2,1,2,2,3,1,0,0,3,0,2,3
Fantom,1676,2,2,0,2,2,3,2,2,3,2,3,1,2,0,3,0,3,3
Fantom,1677,0,0,0,2,0,2,2,0,2,0,2,0,0,0,3,0,0,2
Fantom,1678,0,0,0,2,0,2,2,0,2,2,2,0,0,0,3,0,3,3
Fantom,1680,0,2,0,2,2,3,2,2,2,2,3,2,2,0,3,0,3,3
Fantom,1681,0,2,0,3,0,2,2,0,2,2,2,0,0,0,3,0,3,3
Fantom,1684,2,2,0,2,2,3,2,3,3,2,2,2,2,0,2,0,2,3
Fantom,1685,1,0,2,2,0,2,3,0,2,0,2,0,0,0,3,0,3,3
Fantom,1689,1,0,1,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,169,1,2,0,2,1,3,2,1,2,2,3,1,2,0,3,0,2,3
Fantom,1690,1,0,3,2,1,1,3,0,2,1,2,1,0,0,3,0,4,3
Fantom,1691,0,2,0,2,0,1,2,0,2,2,2,1,2,0,3,0,3,3
Fantom,1693,2,0,1,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1695,1,2,0,2,1,2,2,3,2,2,2,1,1,0,3,0,2,3
Fantom,1698,2,0,2,2,0,2,3,0,3,1,3,1,0,0,3,0,3,3
Fantom,17,0,2,3,3,0,3,3,3,2,0,3,0,2,0,3,0,5,4
Fantom,170,2,3,0,3,2,3,3,2,3,2,3,2,2,0,2,0,3,3
Fantom,1700,1,2,0,2,2,2,3,2,3,2,3,2,2,0,3,0,4,3
Fantom,1702,1,0,2,2,1,2,3,0,2,1,3,0,0,0,3,0,2,3
Fantom,1705,1,2,0,2,0,3,2,0,2,2,3,1,0,0,3,0,3,4
Fantom,1706,1,0,0,2,0,2,2,0,2,0,1,0,0,0,2,0,2,2
Fantom,1707,1,0,1,2,0,2,2,0,2,0,2,1,0,0,2,0,2,3
Fantom,1708,0,0,0,2,0,1,2,0,2,0,2,1,0,0,3,0,2,3
Fantom,1709,0,0,0,2,0,2,2,2,2,1,2,1,0,0,3,0,2,3
Fantom,1711,1,0,0,2,1,2,2,0,2,0,2,1,0,0,2,0,2,3
Fantom,1712,0,0,0,2,0,2,2,1,3,1,2,1,1,0,3,0,2,3
Fantom,1713,1,0,0,2,1,3,2,2,3,2,3,1,0,0,3,0,2,3
Fantom,1715,1,3,0,2,2,3,2,2,3,2,3,1,0,0,3,0,3,4
Fantom,1718,2,0,0,2,2,1,3,1,3,0,2,0,0,0,3,0,2,3
Fantom,172,1,1,0,2,0,3,2,2,2,2,3,1,2,0,2,0,3,3
Fantom,1721,1,2,0,2,1,3,2,1,2,2,3,1,2,0,3,0,2,3
Fantom,1723,1,0,1,2,2,2,3,0,2,0,3,1,0,0,3,0,4,3
Fantom,1725,1,1,0,2,1,2,2,1,3,2,2,1,1,0,3,0,2,3
Fantom,1727,1,0,0,2,1,3,2,2,2,2,3,1,2,0,2,0,3,3
Fantom,1730,0,2,0,2,2,2,2,2,2,2,3,1,1,0,3,0,2,3
Fantom,1731,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,1,3
Fantom,1735,1,0,1,2,0,2,2,0,1,0,1,0,0,0,2,0,1,2
Fantom,1738,2,2,0,2,2,3,3,3,3,2,3,2,2,0,2,0,4,4
Fantom,1739,1,2,0,2,1,2,2,2,2,2,3,1,2,0,3,0,3,3
Fantom,174,0,0,0,2,0,2,2,1,2,2,3,1,2,0,3,0,2,3
Fantom,1740,2,2,0,2,2,3,3,2,2,2,3,2,2,0,3,0,3,3
Fantom,1743,1,2,1,3,2,2,3,2,3,2,3,1,2,0,3,0,4,4
Fantom,1744,1,0,1,2,0,2,2,1,3,0,3,1,1,0,3,0,5,4
Fantom,1745,1,2,0,2,2,3,2,1,2,2,2,1,2,0,1,0,3,3
Fantom,1749,0,0,0,2,1,2,2,0,2,2,2,1,2,0,2,0,2,3
Fantom,175,2,2,0,2,1,2,2,2,3,3,2,1,2,0,3,0,3,3
Fantom,1750,0,0,0,2,1,3,2,2,3,2,3,2,2,0,2,0,2,3
Fantom,1752,1,0,2,2,1,2,2,0,2,0,2,1,1,0,3,0,4,3
Fantom,1753,1,0,0,1,2,3,1,0,2,1,2,0,2,0,3,0,3,3
Fantom,1759,2,0,1,3,0,2,3,0,2,0,2,1,0,0,3,0,2,3
Fantom,176,0,0,0,2,0,2,2,0,2,0,1,0,0,0,1,0,1,2
Fantom,1767,2,2,3,3,1,2,3,0,2,0,3,1,0,0,3,0,2,3
Fantom,1770,0,2,0,2,1,3,2,3,3,3,3,1,2,0,3,0,2,4
Fantom,1771,0,0,1,3,0,2,3,0,2,0,2,1,0,0,3,0,1,3
Fantom,1772,1,0,0,3,1,2,2,2,2,2,3,1,0,0,3,0,3,3
Fantom,1773,0,2,0,2,2,3,2,3,2,3,3,2,2,0,3,0,2,4
Fantom,1774,1,2,2,2,1,2,2,3,3,2,3,2,2,0,3,0,3,4
Fantom,1776,1,2,1,2,2,3,3,2,3,3,3,1,2,0,3,0,3,4
Fantom,1778,1,0,1,2,2,2,3,2,2,2,3,1,2,0,3,0,4,4
Fantom,1781,2,2,3,2,2,2,4,1,3,0,3,1,2,0,3,0,4,4
Fantom,1782,0,0,0,2,0,2,2,0,3,2,2,0,2,0,3,0,2,3
Fantom,1789,0,1,0,2,0,2,2,0,2,0,2,1,0,0,3,0,1,2
Fantom,179,0,0,0,2,0,2,2,0,2,2,2,1,0,0,2,0,2,3
Fantom,1790,1,2,0,2,2,3,2,2,3,2,3,1,2,0,3,0,3,3
Fantom,1795,1,0,1,2,1,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1796,1,1,0,2,1,3,2,2,2,2,3,1,1,0,1,0,3,3
Fantom,1797,0,2,0,2,0,2,2,1,2,2,2,1,2,0,1,0,2,3
Fantom,18,0,2,2,2,0,3,3,0,2,0,3,0,0,0,3,0,4,4
Fantom,1800,1,0,0,1,0,3,2,1,2,0,3,1,0,0,1,0,2,3
Fantom,1802,0,0,0,2,0,2,2,0,2,0,1,1,0,0,1,0,2,3
Fantom,1806,0,0,2,2,1,2,2,0,2,0,2,0,1,0,2,0,3,3
Fantom,1807,0,0,0,2,1,3,2,1,2,2,2,1,2,0,1,0,2,4
Fantom,1808,0,2,0,2,1,3,3,2,3,2,3,1,2,0,3,0,2,3
Fantom,1818,1,2,0,2,2,2,2,2,2,2,3,1,2,0,2,0,2,3
Fantom,182,0,0,1,2,0,2,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1820,0,2,2,2,1,3,3,0,3,2,3,0,2,0,3,0,3,4
Fantom,1822,1,0,0,2,0,3,2,0,2,2,2,1,2,0,3,0,2,3
Fantom,1823,1,2,1,2,1,2,2,2,2,2,3,1,2,0,3,0,2,3
Fantom,1824,0,0,1,2,0,2,2,0,2,0,3,1,0,0,2,0,2,3
Fantom,1825,0,2,0,2,0,3,3,0,3,0,3,1,0,0,3,0,3,3
Fantom,1827,1,2,1,2,0,2,2,2,2,2,3,0,1,0,3,0,2,3
Fantom,183,0,2,1,2,0,2,2,2,2,2,3,1,1,0,3,0,2,3
Fantom,1830,0,0,0,2,0,2,3,0,3,0,2,0,0,0,3,0,2,3
Fantom,1831,0,0,0,2,2,2,3,2,3,1,2,1,2,0,3,0,4,3
Fantom,1832,0,0,0,2,0,1,2,0,2,2,3,0,1,0,3,0,2,3
Fantom,1833,1,2,0,2,1,2,2,3,3,2,3,1,1,0,3,0,2,3
Fantom,1834,0,0,0,2,0,1,1,0,1,0,1,0,0,0,3,0,0,1
Fantom,1839,0,0,0,1,0,2,2,0,2,0,1,0,0,0,2,0,1,2
Fantom,184,1,3,0,2,2,3,2,2,3,2,3,2,2,0,2,0,3,4
Fantom,1840,0,0,0,2,0,1,2,0,2,0,2,0,0,0,3,0,2,2
Fantom,1841,0,2,0,2,0,2,2,0,3,2,3,1,2,0,3,0,2,3
Fantom,1844,1,2,0,2,2,3,2,2,3,2,3,1,2,0,3,0,3,3
Fantom,1847,1,2,0,2,3,3,3,3,3,2,3,2,2,0,3,0,4,4
Fantom,1848,0,0,0,2,0,2,2,0,2,0,2,1,1,0,3,0,0,3
Fantom,1850,0,1,0,3,0,2,3,2,3,0,2,0,1,0,3,0,4,3
Fantom,1852,1,0,0,2,1,3,2,1,2,2,2,1,1,0,2,0,2,3
Fantom,1853,0,0,0,1,0,1,2,0,1,0,1,0,1,0,3,0,1,2
Fantom,1854,0,0,0,2,0,1,2,0,2,0,2,0,0,0,3,0,2,3
Fantom,1855,0,2,2,2,1,2,3,1,2,0,3,1,2,0,3,0,4,3
Fantom,1856,0,0,0,2,0,2,2,0,2,2,2,1,1,0,3,0,2,3
Fantom,1860,0,2,2,3,0,1,4,1,3,0,3,1,2,0,3,0,4,4
Fantom,1861,0,0,0,2,1,2,2,0,2,0,1,1,1,0,1,0,2,3
Fantom,1864,0,0,0,2,0,2,3,0,3,0,3,0,0,0,3,0,2,3
Fantom,1867,1,3,0,3,2,3,3,2,3,0,3,2,2,0,3,0,2,4
Fantom,1868,1,0,3,3,1,2,4,0,2,0,2,1,0,0,3,0,2,3
Fantom,187,2,0,0,3,2,3,2,3,3,2,4,1,0,0,3,0,4,4
Fantom,1873,0,0,0,1,0,2,2,0,2,2,1,0,0,0,2,0,1,2
Fantom,1874,1,1,0,2,1,3,3,2,2,2,3,1,1,0,3,0,3,4
Fantom,1875,0,1,0,2,1,3,2,1,2,0,2,1,1,0,3,0,2,3
Fantom,1878,0,0,0,2,0,2,2,0,2,0,2,0,0,0,2,0,2,3
Fantom,1880,1,2,0,3,2,3,2,2,3,3,3,1,2,0,2,0,2,4
Fantom,1881,0,0,0,2,0,2,2,0,2,0,1,0,0,0,2,0,0,2
Fantom,1886,1,3,0,3,2,3,2,2,3,2,3,1,2,0,3,0,2,3
Fantom,1887,0,0,0,2,0,2,2,0,2,0,1,0,0,0,3,0,1,2
Fantom,1889,2,3,0,3,2,3,2,3,3,3,3,2,2,0,3,0,4,4
Fantom,1896,2,2,0,2,2,3,3,3,3,3,3,2,2,0,2,0,4,4
Fantom,1897,0,2,0,2,0,2,2,1,2,2,3,1,2,0,2,0,2,3
Fantom,1898,1,0,0,2,1,3,2,2,3,2,2,1,2,0,1,0,2,3
Fantom,1899,0,0,1,3,1,2,2,0,2,0,2,1,0,0,3,0,2,3
